tweet_id,screen_name,party,url,filename,relative_path
1486183402042802184,RepDonBacon,Republican,http://pbs.twimg.com/media/FJ3_zIKWQAA2jni.jpg,1486183402042802184_9c84f8a21315.jpg,tweet_images/1486183402042802184_9c84f8a21315.jpg
1372932793966194689,SenJohnBarrasso,Republican,http://pbs.twimg.com/media/Ew2jGaoWQAEVUhh.jpg,1372932793966194689_58d7cef46ee2.jpg,tweet_images/1372932793966194689_58d7cef46ee2.jpg
1155870169585111040,RepChrisPappas,Democrat,http://pbs.twimg.com/media/EAp5bSiXsAAXXL4.jpg,1155870169585111040_cfa5a044b635.jpg,tweet_images/1155870169585111040_cfa5a044b635.jpg
1240365572858220544,RepAdams,Democrat,http://pbs.twimg.com/media/ETap6NaXQAEf0qE.jpg,1240365572858220544_08a5a82deafd.jpg,tweet_images/1240365572858220544_08a5a82deafd.jpg
908505277682606080,RepEspaillat,Democrat,http://pbs.twimg.com/media/DJuovBJWsAUUTCk.jpg,908505277682606080_7a85e6d3523a.jpg,tweet_images/908505277682606080_7a85e6d3523a.jpg
1112793800194363393,SenTedCruz,Republican,http://pbs.twimg.com/media/D3Fiqy3XcAwPaUd.jpg,1112793800194363393_9125e0c6cf08.jpg,tweet_images/1112793800194363393_9125e0c6cf08.jpg
1112793800194363393,SenTedCruz,Republican,http://pbs.twimg.com/media/D3Fiqy4XgAALtLP.jpg,1112793800194363393_57f93a1737ce.jpg,tweet_images/1112793800194363393_57f93a1737ce.jpg
1112793800194363393,SenTedCruz,Republican,http://pbs.twimg.com/media/D3Fiqy5XkAEwPZv.jpg,1112793800194363393_3b57ac9a2823.jpg,tweet_images/1112793800194363393_3b57ac9a2823.jpg
1112793800194363393,SenTedCruz,Republican,http://pbs.twimg.com/media/D3Fiqy5XQAAuDwD.jpg,1112793800194363393_19074658bcf0.jpg,tweet_images/1112793800194363393_19074658bcf0.jpg
1615854631132725252,ChrisVanHollen,Democrat,http://pbs.twimg.com/media/Fmyj5UQWAAgufok.jpg,1615854631132725252_971449238f58.jpg,tweet_images/1615854631132725252_971449238f58.jpg
1602695591397425152,boblatta,Republican,http://pbs.twimg.com/media/FjeLKTvXkAc0hV6.jpg,1602695591397425152_a616bd31eee7.jpg,tweet_images/1602695591397425152_a616bd31eee7.jpg
966773329804890112,RepAndyBiggsAZ,Republican,http://pbs.twimg.com/media/DWqrNevXkAAVUzX.jpg,966773329804890112_7bf048de4422.jpg,tweet_images/966773329804890112_7bf048de4422.jpg
1057054485607079937,RepThompson,Democrat,http://pbs.twimg.com/media/DqtpIfpU8AIWPP6.jpg,1057054485607079937_9e67b8589a5a.jpg,tweet_images/1057054485607079937_9e67b8589a5a.jpg
1057054485607079937,RepThompson,Democrat,http://pbs.twimg.com/media/DqtpLXbU4AArQXG.jpg,1057054485607079937_d290444843fd.jpg,tweet_images/1057054485607079937_d290444843fd.jpg
1277620880831647745,janschakowsky,Democrat,http://pbs.twimg.com/media/Ebr8GQbWkAs4AiS.jpg,1277620880831647745_991a56d77df3.jpg,tweet_images/1277620880831647745_991a56d77df3.jpg
1386790264539336708,RepDarrenSoto,Democrat,http://pbs.twimg.com/media/Ez7eZTyXoAoTLsq.jpg,1386790264539336708_4a3195acaa84.jpg,tweet_images/1386790264539336708_4a3195acaa84.jpg
1386790264539336708,RepDarrenSoto,Democrat,http://pbs.twimg.com/media/Ez7eZTyWYAA_q-z.jpg,1386790264539336708_8d7fb09c0300.jpg,tweet_images/1386790264539336708_8d7fb09c0300.jpg
1618275477390753792,RepDwightEvans,Democrat,http://pbs.twimg.com/media/FnUxZqsWAAAYMZ_.jpg,1618275477390753792_9e46577ca67a.jpg,tweet_images/1618275477390753792_9e46577ca67a.jpg
1195910086868262915,RepRalphNorman,Republican,http://pbs.twimg.com/media/EJh-s2eXsAEeCID.jpg,1195910086868262915_9440a74bda15.jpg,tweet_images/1195910086868262915_9440a74bda15.jpg
1450936545914011659,NormaJTorres,Democrat,http://pbs.twimg.com/media/FCLCv-KXEAgPs-w.jpg,1450936545914011659_e74168ef5fe1.jpg,tweet_images/1450936545914011659_e74168ef5fe1.jpg
935501217878429696,RepLloydDoggett,Democrat,http://pbs.twimg.com/media/DPuN7ciWAAASfW3.jpg,935501217878429696_4481dbe65137.jpg,tweet_images/935501217878429696_4481dbe65137.jpg
1364341503078903808,RepDwightEvans,Democrat,http://pbs.twimg.com/media/EtvUkvTXEAAN07A.jpg,1364341503078903808_39f4e720464e.jpg,tweet_images/1364341503078903808_39f4e720464e.jpg
1364341503078903808,RepDwightEvans,Democrat,http://pbs.twimg.com/media/EtvUkvUXcAU6eQe.jpg,1364341503078903808_efb5bd76b6f3.jpg,tweet_images/1364341503078903808_efb5bd76b6f3.jpg
1364341503078903808,RepDwightEvans,Democrat,http://pbs.twimg.com/media/EtvUkvSWgAIxgS4.jpg,1364341503078903808_b6d32f6f76d7.jpg,tweet_images/1364341503078903808_b6d32f6f76d7.jpg
1364341503078903808,RepDwightEvans,Democrat,http://pbs.twimg.com/media/EtvUkvUXAAABbW0.jpg,1364341503078903808_2907e13cdfdc.jpg,tweet_images/1364341503078903808_2907e13cdfdc.jpg
1280900732284264448,RepLoudermilk,Republican,http://pbs.twimg.com/media/EcaoO9rXsAIkZ8E.png,1280900732284264448_fc1b960ddfe2.png,tweet_images/1280900732284264448_fc1b960ddfe2.png
1601741489263955968,RepMalliotakis,Republican,http://pbs.twimg.com/media/FjqHZPRXEAAT_JX.jpg,1601741489263955968_896dcb9c822d.jpg,tweet_images/1601741489263955968_896dcb9c822d.jpg
1557437920637861889,SenAmyKlobuchar,Democrat,http://pbs.twimg.com/media/FZ0hZMYXEAIExdb.jpg,1557437920637861889_4b4d423e5449.jpg,tweet_images/1557437920637861889_4b4d423e5449.jpg
1366563782164627457,RepGregStanton,Democrat,http://pbs.twimg.com/media/EvaNfOtXIAEp3Ea.png,1366563782164627457_f7f003206160.png,tweet_images/1366563782164627457_f7f003206160.png
1393023264201531399,RepJimmyPanetta,Democrat,http://pbs.twimg.com/media/E1UBfvmXEAAycQW.jpg,1393023264201531399_1482854a8773.jpg,tweet_images/1393023264201531399_1482854a8773.jpg
1651998283475169293,RepBryanSteil,Republican,http://pbs.twimg.com/media/Fu0TqJyXsAMpWGu.jpg,1651998283475169293_7151774cd829.jpg,tweet_images/1651998283475169293_7151774cd829.jpg
1491430995991883776,SenJoniErnst,Republican,http://pbs.twimg.com/media/FLKglVoWUAgGVkv.jpg,1491430995991883776_4a2da2dbc334.jpg,tweet_images/1491430995991883776_4a2da2dbc334.jpg
1040637932833579009,SenMarkey,Democrat,http://pbs.twimg.com/media/DnEWaDGXsAYoYTM.jpg,1040637932833579009_d08ea0a05888.jpg,tweet_images/1040637932833579009_d08ea0a05888.jpg
1040637932833579009,SenMarkey,Democrat,http://pbs.twimg.com/media/DnEWa6aX4AAohC4.jpg,1040637932833579009_3fece7d0ef0a.jpg,tweet_images/1040637932833579009_3fece7d0ef0a.jpg
1666580547097821185,RepBrownley,Democrat,http://pbs.twimg.com/media/FyDhuwUWYAAJTsx.jpg,1666580547097821185_310d22806674.jpg,tweet_images/1666580547097821185_310d22806674.jpg
987060505138356230,SenBooker,Democrat,http://pbs.twimg.com/media/DbK6p-pV4AARw1n.jpg,987060505138356230_ba36f5676a45.jpg,tweet_images/987060505138356230_ba36f5676a45.jpg
1203007964728233984,RepBrownley,Democrat,http://pbs.twimg.com/media/ELHxXfyX0AA1pSY.jpg,1203007964728233984_86d4340902e7.jpg,tweet_images/1203007964728233984_86d4340902e7.jpg
1574853596214181888,RepTroyNehls,Republican,http://pbs.twimg.com/media/Fdrmqx0XEAAIhrD.jpg,1574853596214181888_faa943c75292.jpg,tweet_images/1574853596214181888_faa943c75292.jpg
1574853596214181888,RepTroyNehls,Republican,http://pbs.twimg.com/media/FdrmrYJXkBU2Yon.jpg,1574853596214181888_10d052ca9555.jpg,tweet_images/1574853596214181888_10d052ca9555.jpg
1574853596214181888,RepTroyNehls,Republican,http://pbs.twimg.com/media/FdrmsdcXEAAFa_V.jpg,1574853596214181888_0fd06b1f0b84.jpg,tweet_images/1574853596214181888_0fd06b1f0b84.jpg
1574853596214181888,RepTroyNehls,Republican,http://pbs.twimg.com/media/Fdrmtp6WQAEhatG.jpg,1574853596214181888_62bc30e86ed2.jpg,tweet_images/1574853596214181888_62bc30e86ed2.jpg
945382648662421504,DorisMatsui,Democrat,http://pbs.twimg.com/media/DR6sf-oVoAAD_GM.jpg,945382648662421504_122ce7d851e4.jpg,tweet_images/945382648662421504_122ce7d851e4.jpg
1449064292037320711,RepFrankLucas,Republican,http://pbs.twimg.com/media/FBwaK5YXoAAz5ZI.png,1449064292037320711_26b1fd7fc019.png,tweet_images/1449064292037320711_26b1fd7fc019.png
1449064292037320711,RepFrankLucas,Republican,http://pbs.twimg.com/media/FBwaK5ZWQAQGmUI.png,1449064292037320711_d4f52f5cc6ca.png,tweet_images/1449064292037320711_d4f52f5cc6ca.png
1449064292037320711,RepFrankLucas,Republican,http://pbs.twimg.com/media/FBwaK5ZWQAEf4W9.png,1449064292037320711_af6323f664a0.png,tweet_images/1449064292037320711_af6323f664a0.png
1412521006787448838,RepNancyMace,Republican,http://pbs.twimg.com/media/E5oyaSGWEAE4jmU.jpg,1412521006787448838_7e1e2e45e29f.jpg,tweet_images/1412521006787448838_7e1e2e45e29f.jpg
1412521006787448838,RepNancyMace,Republican,http://pbs.twimg.com/media/E5oyaSIX0AUoR4j.jpg,1412521006787448838_38008ea4729c.jpg,tweet_images/1412521006787448838_38008ea4729c.jpg
1412521006787448838,RepNancyMace,Republican,http://pbs.twimg.com/media/E5oyaSJWEAISYGS.jpg,1412521006787448838_cf36e5965495.jpg,tweet_images/1412521006787448838_cf36e5965495.jpg
1360666288134234112,RepFrenchHill,Republican,http://pbs.twimg.com/media/EuIOxW_XYAMaReU.jpg,1360666288134234112_5ddc9fae89a9.jpg,tweet_images/1360666288134234112_5ddc9fae89a9.jpg
1360666288134234112,RepFrenchHill,Republican,http://pbs.twimg.com/media/EuIOxX9XUAAbv6F.jpg,1360666288134234112_ba4b7b5a9726.jpg,tweet_images/1360666288134234112_ba4b7b5a9726.jpg
1360666288134234112,RepFrenchHill,Republican,http://pbs.twimg.com/media/EuIOxh1WQAYHboi.jpg,1360666288134234112_fdd8992a4c83.jpg,tweet_images/1360666288134234112_fdd8992a4c83.jpg
1372386429297434624,RepPfluger,Republican,http://pbs.twimg.com/media/EwuyLheWUAEr1gA.jpg,1372386429297434624_057a226d52a3.jpg,tweet_images/1372386429297434624_057a226d52a3.jpg
1372386429297434624,RepPfluger,Republican,http://pbs.twimg.com/media/EwuyLhjXEAIja0z.jpg,1372386429297434624_823e9af0b535.jpg,tweet_images/1372386429297434624_823e9af0b535.jpg
966746249289437184,CongMikeSimpson,Republican,http://pbs.twimg.com/media/DWqST_BWsAIqxk6.jpg,966746249289437184_f80baeb89a3c.jpg,tweet_images/966746249289437184_f80baeb89a3c.jpg
966746249289437184,CongMikeSimpson,Republican,http://pbs.twimg.com/media/DWqST_HWkAAHn2I.jpg,966746249289437184_864bd3c73c54.jpg,tweet_images/966746249289437184_864bd3c73c54.jpg
1113843755956736001,RepBrownley,Democrat,http://pbs.twimg.com/media/D3Uq-nXWAAEbi7G.jpg,1113843755956736001_c31b36fc6b85.jpg,tweet_images/1113843755956736001_c31b36fc6b85.jpg
1064912627325915136,RepLindaSanchez,Democrat,http://pbs.twimg.com/media/DsdUVUMWsAAhDrV.jpg,1064912627325915136_49134882c217.jpg,tweet_images/1064912627325915136_49134882c217.jpg
1248077743188668420,RepBrownley,Democrat,http://pbs.twimg.com/media/EVINffYUMAAGQXf.jpg,1248077743188668420_954d42259479.jpg,tweet_images/1248077743188668420_954d42259479.jpg
993128992977891328,MarkWarner,Democrat,http://pbs.twimg.com/media/DcbFm4DWAAAkWeR.jpg,993128992977891328_173abc7a1dc2.jpg,tweet_images/993128992977891328_173abc7a1dc2.jpg
1567236260200349697,NormaJTorres,Democrat,http://pbs.twimg.com/media/FbHTYJ5VQAEDsbt.jpg,1567236260200349697_afc6b4805a67.jpg,tweet_images/1567236260200349697_afc6b4805a67.jpg
899732240615321600,BradSherman,Democrat,http://pbs.twimg.com/media/DHx9Y_aXcAAK1rY.jpg,899732240615321600_06149ec561e1.jpg,tweet_images/899732240615321600_06149ec561e1.jpg
1438500648107094018,RepHarshbarger,Republican,http://pbs.twimg.com/media/E_aUkdhXMAIuVGO.jpg,1438500648107094018_1610bdfc6673.jpg,tweet_images/1438500648107094018_1610bdfc6673.jpg
1600528661811269634,RepBillFoster,Democrat,http://pbs.twimg.com/media/FjY4VWCWIAAiy5I.jpg,1600528661811269634_dafdeb97771b.jpg,tweet_images/1600528661811269634_dafdeb97771b.jpg
1290778366140805120,RepAndyBiggsAZ,Republican,http://pbs.twimg.com/media/Eem7hRJUYAAcUrs.png,1290778366140805120_97f49cb11d88.png,tweet_images/1290778366140805120_97f49cb11d88.png
